Series Name,Series Code,Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Turkmenistan,TKM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Turks and Caicos Islands,TCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Tuvalu,TUV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.32675815,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Uganda,UGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.73794757,13.7217115,13.79,12.29527016,12.77786447,11.99942601,10.63325,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Ukraine,UKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.324501966,7.606756232,6.17,5.642493207,4.730377037,5.49982621,6.790487805,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,United Arab Emirates,ARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,United Kingdom,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,United States,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Uruguay,URY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Uzbekistan,UZB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.234761905,2.144444444,2.07,1.736938892,1.667837398,1.777637398,1.664285714,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Vanuatu,VUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.79332426,10.78398684,12.47,14.74428436,15.74822107,14.93906005,16.6604,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,"Venezuela, RB",VEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Vietnam,VNM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.876354368,8.70998983,8.78,7.669197123,7.861764008,7.948118914,7.64443787,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Virgin Islands (U.S.),VIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,West Bank and Gaza,PSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.225952616,7.293846154,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,"Yemen, Rep.",YEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.292737094,2.961377602,3.06,3.862528928,3.679660053,4.441697794,5.386666667,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Zambia,ZMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2196366,15.04353077,17.1,16.36005414,15.74198186,15.71569544,15.16733333,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Zimbabwe,ZWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.70544375,13.19994311,12.2,13.90759151,11.88975925,11.36176062,11.23108108,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Arab World,ARB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Caribbean small states,CSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Central Europe and the Baltics,CEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Early-demographic dividend,EAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,East Asia & Pacific,EAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,East Asia & Pacific (excluding high income),EAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Euro area,EMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Europe & Central Asia (excluding high income),ECA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,European Union,EUU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Fragile and conflict affected situations,FCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Heavily indebted poor countries (HIPC),HPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,High income,HIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,IBRD only,IBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,IDA & IBRD total,IBT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,IDA blend,IDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,IDA only,IDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,IDA total,IDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Late-demographic dividend,LTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Latin America & Caribbean (excluding high income),LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Least developed countries: UN classification,LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Low & middle income,LMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Low income,LIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Lower middle income,LMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Middle East & North Africa,MEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Middle East & North Africa (excluding high income),MNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Middle income,MIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,North America,NAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Not classified,INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,OECD members,OED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Other small states,OSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Pacific island small states,PSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Post-demographic dividend,PST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Pre-demographic dividend,PRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Small states,SST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,South Asia,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,South Asia (IDA & IBRD),TSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Sub-Saharan Africa (excluding high income),SSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,Upper middle income,UMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,World,WLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 04/09/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
