Time,Country,Series,Scale,Data
YR2010,ROU,SI.POV.NAHC.NC,0,22.3
YR2011,ROU,SI.POV.NAHC.NC,0,22.9
YR2012,ROU,SI.POV.NAHC.NC,0,23
YR2013,ROU,SI.POV.NAHC.NC,0,25.1
YR2014,ROU,SI.POV.NAHC.NC,0,25.4
YR2015,ROU,SI.POV.NAHC.NC,0,25.3
YR2016,ROU,SI.POV.NAHC.NC,0,23.6
YR2017,ROU,SI.POV.NAHC.NC,0,23.6
YR2000,RUS,SI.POV.NAHC,0,29
YR2002,RUS,SI.POV.NAHC,0,24.6
YR2003,RUS,SI.POV.NAHC,0,20.3
YR2004,RUS,SI.POV.NAHC,0,17.6
YR2005,RUS,SI.POV.NAHC,0,17.8
YR2006,RUS,SI.POV.NAHC,0,15.2
YR2007,RUS,SI.POV.NAHC,0,13.3
YR2008,RUS,SI.POV.NAHC,0,13.4
YR2009,RUS,SI.POV.NAHC,0,13
YR2010,RUS,SI.POV.NAHC,0,12.5
YR2011,RUS,SI.POV.NAHC,0,12.7
YR2012,RUS,SI.POV.NAHC,0,10.7
YR2013,RUS,SI.POV.NAHC,0,10.8
YR2014,RUS,SI.POV.NAHC,0,11.2
YR2015,RUS,SI.POV.NAHC,0,13.3
YR2016,RUS,SI.POV.NAHC,0,13.3
YR2017,RUS,SI.POV.NAHC,0,13.2
YR2018,RUS,SI.POV.NAHC,0,12.9
YR2000,RUS,SI.POV.NAHC.NC,0,29
YR2002,RUS,SI.POV.NAHC.NC,0,24.6
YR2003,RUS,SI.POV.NAHC.NC,0,20.3
YR2004,RUS,SI.POV.NAHC.NC,0,17.6
YR2005,RUS,SI.POV.NAHC.NC,0,17.8
YR2006,RUS,SI.POV.NAHC.NC,0,15.2
YR2007,RUS,SI.POV.NAHC.NC,0,13.3
YR2008,RUS,SI.POV.NAHC.NC,0,13.4
YR2009,RUS,SI.POV.NAHC.NC,0,13
YR2010,RUS,SI.POV.NAHC.NC,0,12.5
YR2011,RUS,SI.POV.NAHC.NC,0,12.7
YR2012,RUS,SI.POV.NAHC.NC,0,10.7
YR2013,RUS,SI.POV.NAHC.NC,0,10.8
YR2014,RUS,SI.POV.NAHC.NC,0,11.2
YR2015,RUS,SI.POV.NAHC.NC,0,13.3
YR2016,RUS,SI.POV.NAHC.NC,0,13.3
YR2017,RUS,SI.POV.NAHC.NC,0,13.2
YR2018,RUS,SI.POV.NAHC.NC,0,12.9
YR2000,RWA,SI.POV.NAHC,0,
YR2005,RWA,SI.POV.NAHC,0,
YR2010,RWA,SI.POV.NAHC,0,
YR2013,RWA,SI.POV.NAHC,0,39.1
YR2016,RWA,SI.POV.NAHC,0,38.2
YR2000,RWA,SI.POV.NAHC.NC,0,58.9
YR2005,RWA,SI.POV.NAHC.NC,0,56.7
YR2010,RWA,SI.POV.NAHC.NC,0,46
YR2013,RWA,SI.POV.NAHC.NC,0,39.1
YR2016,RWA,SI.POV.NAHC.NC,0,38.2
YR2009,SDN,SI.POV.NAHC,0,46.5
YR2009,SDN,SI.POV.NAHC.NC,0,46.5
YR1994,SEN,SI.POV.NAHC,0,
YR2001,SEN,SI.POV.NAHC,0,55.2
YR2005,SEN,SI.POV.NAHC,0,48.3
YR2011,SEN,SI.POV.NAHC,0,46.7
YR1994,SEN,SI.POV.NAHC.NC,0,67.9
YR2001,SEN,SI.POV.NAHC.NC,0,55.2
YR2005,SEN,SI.POV.NAHC.NC,0,48.3
YR2011,SEN,SI.POV.NAHC.NC,0,46.7
YR2005,SLB,SI.POV.NAHC,0,22.7
YR2013,SLB,SI.POV.NAHC,0,12.7
YR2005,SLB,SI.POV.NAHC.NC,0,22.7
YR2013,SLB,SI.POV.NAHC.NC,0,12.7
YR1989,SLE,SI.POV.NAHC,0,
YR2003,SLE,SI.POV.NAHC,0,66.4
YR2011,SLE,SI.POV.NAHC,0,52.9
YR1989,SLE,SI.POV.NAHC.NC,0,81.6
YR2003,SLE,SI.POV.NAHC.NC,0,66.4
YR2011,SLE,SI.POV.NAHC.NC,0,52.9
YR2000,SLV,SI.POV.NAHC,0,
YR2001,SLV,SI.POV.NAHC,0,
YR2002,SLV,SI.POV.NAHC,0,
YR2003,SLV,SI.POV.NAHC,0,
YR2004,SLV,SI.POV.NAHC,0,
YR2007,SLV,SI.POV.NAHC,0,
YR2008,SLV,SI.POV.NAHC,0,40
YR2009,SLV,SI.POV.NAHC,0,37.8
YR2010,SLV,SI.POV.NAHC,0,36.5
YR2011,SLV,SI.POV.NAHC,0,40.6
YR2012,SLV,SI.POV.NAHC,0,34.5
YR2013,SLV,SI.POV.NAHC,0,29.6
YR2014,SLV,SI.POV.NAHC,0,31.8
YR2015,SLV,SI.POV.NAHC,0,34.9
YR2016,SLV,SI.POV.NAHC,0,32.7
YR2017,SLV,SI.POV.NAHC,0,29.2
YR2000,SLV,SI.POV.NAHC.NC,0,38.8
YR2001,SLV,SI.POV.NAHC.NC,0,38.8
YR2002,SLV,SI.POV.NAHC.NC,0,36.8
YR2003,SLV,SI.POV.NAHC.NC,0,36.1
YR2004,SLV,SI.POV.NAHC.NC,0,34.6
YR2007,SLV,SI.POV.NAHC.NC,0,34.6
YR2008,SLV,SI.POV.NAHC.NC,0,40
YR2009,SLV,SI.POV.NAHC.NC,0,37.8
YR2010,SLV,SI.POV.NAHC.NC,0,36.5
YR2011,SLV,SI.POV.NAHC.NC,0,40.6
YR2012,SLV,SI.POV.NAHC.NC,0,34.5
YR2013,SLV,SI.POV.NAHC.NC,0,29.6
YR2014,SLV,SI.POV.NAHC.NC,0,31.8
YR2015,SLV,SI.POV.NAHC.NC,0,34.9
YR2016,SLV,SI.POV.NAHC.NC,0,32.7
YR2017,SLV,SI.POV.NAHC.NC,0,29.2
YR2002,SRB,SI.POV.NAHC,0,
YR2004,SRB,SI.POV.NAHC,0,
YR2006,SRB,SI.POV.NAHC,0,
YR2007,SRB,SI.POV.NAHC,0,
YR2008,SRB,SI.POV.NAHC,0,
YR2009,SRB,SI.POV.NAHC,0,
YR2010,SRB,SI.POV.NAHC,0,
YR2012,SRB,SI.POV.NAHC,0,24.5
YR2013,SRB,SI.POV.NAHC,0,25
YR2014,SRB,SI.POV.NAHC,0,26.7
YR2015,SRB,SI.POV.NAHC,0,25.9
YR2016,SRB,SI.POV.NAHC,0,25.7
YR2017,SRB,SI.POV.NAHC,0,24.3
YR2002,SRB,SI.POV.NAHC.NC,0,14
YR2004,SRB,SI.POV.NAHC.NC,0,14.6
YR2006,SRB,SI.POV.NAHC.NC,0,9
YR2007,SRB,SI.POV.NAHC.NC,0,6.6
YR2008,SRB,SI.POV.NAHC.NC,0,6.1
YR2009,SRB,SI.POV.NAHC.NC,0,6.9
YR2010,SRB,SI.POV.NAHC.NC,0,9.2
YR2012,SRB,SI.POV.NAHC.NC,0,24.5
YR2013,SRB,SI.POV.NAHC.NC,0,25
YR2014,SRB,SI.POV.NAHC.NC,0,26.7
YR2015,SRB,SI.POV.NAHC.NC,0,25.9
YR2016,SRB,SI.POV.NAHC.NC,0,25.7
YR2017,SRB,SI.POV.NAHC.NC,0,24.3
YR2009,SSD,SI.POV.NAHC,0,50.6
YR2012,SSD,SI.POV.NAHC,0,50.1
YR2014,SSD,SI.POV.NAHC,0,55.1
YR2015,SSD,SI.POV.NAHC,0,65.6
YR2016,SSD,SI.POV.NAHC,0,82.3
YR2009,SSD,SI.POV.NAHC.NC,0,50.6
YR2012,SSD,SI.POV.NAHC.NC,0,50.1
YR2014,SSD,SI.POV.NAHC.NC,0,55.1
YR2015,SSD,SI.POV.NAHC.NC,0,65.6
YR2016,SSD,SI.POV.NAHC.NC,0,82.3
YR2000,STP,SI.POV.NAHC,0,68.3
YR2010,STP,SI.POV.NAHC,0,66.2
YR2000,STP,SI.POV.NAHC.NC,0,68.3
YR2010,STP,SI.POV.NAHC.NC,0,66.2
YR2004,SVK,SI.POV.NAHC,0,13.3
YR2005,SVK,SI.POV.NAHC,0,11.6
YR2006,SVK,SI.POV.NAHC,0,10.6
YR2007,SVK,SI.POV.NAHC,0,10.9
YR2008,SVK,SI.POV.NAHC,0,11
YR2009,SVK,SI.POV.NAHC,0,12
YR2010,SVK,SI.POV.NAHC,0,13
YR2011,SVK,SI.POV.NAHC,0,13.2
YR2012,SVK,SI.POV.NAHC,0,12.8
YR2013,SVK,SI.POV.NAHC,0,12.6
YR2004,SVK,SI.POV.NAHC.NC,0,13.3
YR2005,SVK,SI.POV.NAHC.NC,0,11.6
YR2006,SVK,SI.POV.NAHC.NC,0,10.6
YR2007,SVK,SI.POV.NAHC.NC,0,10.9
YR2008,SVK,SI.POV.NAHC.NC,0,11
YR2009,SVK,SI.POV.NAHC.NC,0,12
YR2010,SVK,SI.POV.NAHC.NC,0,13
YR2011,SVK,SI.POV.NAHC.NC,0,13.2
YR2012,SVK,SI.POV.NAHC.NC,0,12.8
YR2013,SVK,SI.POV.NAHC.NC,0,12.6
YR2004,SVN,SI.POV.NAHC,0,12.2
YR2005,SVN,SI.POV.NAHC,0,11.6
YR2006,SVN,SI.POV.NAHC,0,11.5
YR2007,SVN,SI.POV.NAHC,0,12.3
YR2008,SVN,SI.POV.NAHC,0,11.3
YR2009,SVN,SI.POV.NAHC,0,12.7
YR2010,SVN,SI.POV.NAHC,0,13.6
YR2011,SVN,SI.POV.NAHC,0,13.5
YR2012,SVN,SI.POV.NAHC,0,14.5
YR2013,SVN,SI.POV.NAHC,0,14.5
YR2014,SVN,SI.POV.NAHC,0,14.3
YR2004,SVN,SI.POV.NAHC.NC,0,12.2
YR2005,SVN,SI.POV.NAHC.NC,0,11.6
YR2006,SVN,SI.POV.NAHC.NC,0,11.5
YR2007,SVN,SI.POV.NAHC.NC,0,12.3
YR2008,SVN,SI.POV.NAHC.NC,0,11.3
YR2009,SVN,SI.POV.NAHC.NC,0,12.7
YR2010,SVN,SI.POV.NAHC.NC,0,13.6
YR2011,SVN,SI.POV.NAHC.NC,0,13.5
YR2012,SVN,SI.POV.NAHC.NC,0,14.5
YR2013,SVN,SI.POV.NAHC.NC,0,14.5
YR2014,SVN,SI.POV.NAHC.NC,0,14.3
YR1994,SWZ,SI.POV.NAHC,0,
YR2001,SWZ,SI.POV.NAHC,0,69
YR2009,SWZ,SI.POV.NAHC,0,63
YR2017,SWZ,SI.POV.NAHC,0,58.9
YR1994,SWZ,SI.POV.NAHC.NC,0,66
YR2001,SWZ,SI.POV.NAHC.NC,0,69
YR2009,SWZ,SI.POV.NAHC.NC,0,63
YR2017,SWZ,SI.POV.NAHC.NC,0,58.9
YR2006,SYC,SI.POV.NAHC,0,
YR2013,SYC,SI.POV.NAHC,0,39.3
YR2006,SYC,SI.POV.NAHC.NC,0,37.8
YR2013,SYC,SI.POV.NAHC.NC,0,39.3
YR2004,SYR,SI.POV.NAHC,0,30.1
YR2007,SYR,SI.POV.NAHC,0,35.2
YR2004,SYR,SI.POV.NAHC.NC,0,30.1
YR2007,SYR,SI.POV.NAHC.NC,0,35.2
YR1995,TCD,SI.POV.NAHC,0,
YR2002,TCD,SI.POV.NAHC,0,54.8
YR2011,TCD,SI.POV.NAHC,0,46.7
YR1995,TCD,SI.POV.NAHC.NC,0,43.4
YR2002,TCD,SI.POV.NAHC.NC,0,54.8
YR2011,TCD,SI.POV.NAHC.NC,0,46.7
YR2006,TGO,SI.POV.NAHC,0,61.7
YR2011,TGO,SI.POV.NAHC,0,58.7
YR2015,TGO,SI.POV.NAHC,0,55.1
YR2006,TGO,SI.POV.NAHC.NC,0,61.7
YR2011,TGO,SI.POV.NAHC.NC,0,58.7
YR2015,TGO,SI.POV.NAHC.NC,0,55.1
YR1988,THA,SI.POV.NAHC,0,
YR1990,THA,SI.POV.NAHC,0,
YR1992,THA,SI.POV.NAHC,0,
YR1994,THA,SI.POV.NAHC,0,
YR1996,THA,SI.POV.NAHC,0,
YR1998,THA,SI.POV.NAHC,0,
YR2000,THA,SI.POV.NAHC,0,42.3
YR2002,THA,SI.POV.NAHC,0,32.4
YR2004,THA,SI.POV.NAHC,0,26.8
YR2006,THA,SI.POV.NAHC,0,21.9
YR2007,THA,SI.POV.NAHC,0,20
YR2008,THA,SI.POV.NAHC,0,20.4
YR2009,THA,SI.POV.NAHC,0,17.9
YR2010,THA,SI.POV.NAHC,0,16.4
YR2011,THA,SI.POV.NAHC,0,13.2
YR2012,THA,SI.POV.NAHC,0,12.6
YR2013,THA,SI.POV.NAHC,0,10.9
YR2014,THA,SI.POV.NAHC,0,10.5
YR2015,THA,SI.POV.NAHC,0,7.2
YR2016,THA,SI.POV.NAHC,0,8.6
YR2017,THA,SI.POV.NAHC,0,7.9
YR2018,THA,SI.POV.NAHC,0,9.9
YR1988,THA,SI.POV.NAHC.NC,0,65.2
YR1990,THA,SI.POV.NAHC.NC,0,58
YR1992,THA,SI.POV.NAHC.NC,0,50
YR1994,THA,SI.POV.NAHC.NC,0,42.5
YR1996,THA,SI.POV.NAHC.NC,0,35.4
YR1998,THA,SI.POV.NAHC.NC,0,38.6
YR2000,THA,SI.POV.NAHC.NC,0,42.3
YR2002,THA,SI.POV.NAHC.NC,0,32.4
YR2004,THA,SI.POV.NAHC.NC,0,26.8
YR2006,THA,SI.POV.NAHC.NC,0,21.9
YR2007,THA,SI.POV.NAHC.NC,0,20
YR2008,THA,SI.POV.NAHC.NC,0,20.4
YR2009,THA,SI.POV.NAHC.NC,0,17.9
YR2010,THA,SI.POV.NAHC.NC,0,16.4
YR2011,THA,SI.POV.NAHC.NC,0,13.2
YR2012,THA,SI.POV.NAHC.NC,0,12.6
YR2013,THA,SI.POV.NAHC.NC,0,10.9
YR2014,THA,SI.POV.NAHC.NC,0,10.5
YR2015,THA,SI.POV.NAHC.NC,0,7.2
YR2016,THA,SI.POV.NAHC.NC,0,8.6
YR2017,THA,SI.POV.NAHC.NC,0,7.9
YR2018,THA,SI.POV.NAHC.NC,0,9.8
YR1999,TJK,SI.POV.NAHC,0,
YR2003,TJK,SI.POV.NAHC,0,
YR2007,TJK,SI.POV.NAHC,0,
YR2009,TJK,SI.POV.NAHC,0,
YR2013,TJK,SI.POV.NAHC,0,34.3
YR2014,TJK,SI.POV.NAHC,0,32
YR2015,TJK,SI.POV.NAHC,0,31.3
YR2016,TJK,SI.POV.NAHC,0,30.3
YR2017,TJK,SI.POV.NAHC,0,29.5
YR2018,TJK,SI.POV.NAHC,0,27.4
YR1999,TJK,SI.POV.NAHC.NC,0,96
YR2003,TJK,SI.POV.NAHC.NC,0,72.4
YR2007,TJK,SI.POV.NAHC.NC,0,53.1
YR2009,TJK,SI.POV.NAHC.NC,0,47.2
YR2013,TJK,SI.POV.NAHC.NC,0,34.3
YR2014,TJK,SI.POV.NAHC.NC,0,32
YR2015,TJK,SI.POV.NAHC.NC,0,31.3
YR2016,TJK,SI.POV.NAHC.NC,0,30.3
YR2017,TJK,SI.POV.NAHC.NC,0,29.5
YR2018,TJK,SI.POV.NAHC.NC,0,27.4
YR2001,TLS,SI.POV.NAHC,0,36.3
YR2007,TLS,SI.POV.NAHC,0,50.4
YR2014,TLS,SI.POV.NAHC,0,41.8
YR2001,TLS,SI.POV.NAHC.NC,0,36.3
YR2007,TLS,SI.POV.NAHC.NC,0,50.4
YR2014,TLS,SI.POV.NAHC.NC,0,41.8
YR2001,TON,SI.POV.NAHC,0,16.2
YR2009,TON,SI.POV.NAHC,0,22.5
YR2001,TON,SI.POV.NAHC.NC,0,16.2
YR2009,TON,SI.POV.NAHC.NC,0,22.5
YR2000,TUN,SI.POV.NAHC,0,25.4
YR2005,TUN,SI.POV.NAHC,0,23.1
YR2010,TUN,SI.POV.NAHC,0,20.5
YR2015,TUN,SI.POV.NAHC,0,15.2
YR2000,TUN,SI.POV.NAHC.NC,0,25.4
YR2005,TUN,SI.POV.NAHC.NC,0,23.1
YR2010,TUN,SI.POV.NAHC.NC,0,20.5
YR2015,TUN,SI.POV.NAHC.NC,0,15.2
YR2005,TUR,SI.POV.NAHC,0,18.6
YR2006,TUR,SI.POV.NAHC,0,16.3
YR2007,TUR,SI.POV.NAHC,0,16.7
YR2008,TUR,SI.POV.NAHC,0,17.1
YR2009,TUR,SI.POV.NAHC,0,16.9
YR2010,TUR,SI.POV.NAHC,0,16.1
YR2011,TUR,SI.POV.NAHC,0,16.3
YR2012,TUR,SI.POV.NAHC,0,15
YR2013,TUR,SI.POV.NAHC,0,15
YR2014,TUR,SI.POV.NAHC,0,14.7
YR2015,TUR,SI.POV.NAHC,0,14.3
YR2016,TUR,SI.POV.NAHC,0,13.5
YR2017,TUR,SI.POV.NAHC,0,13.9
YR2005,TUR,SI.POV.NAHC.NC,0,18.6
YR2006,TUR,SI.POV.NAHC.NC,0,16.3
YR2007,TUR,SI.POV.NAHC.NC,0,16.7
YR2008,TUR,SI.POV.NAHC.NC,0,17.1
YR2009,TUR,SI.POV.NAHC.NC,0,16.9
YR2010,TUR,SI.POV.NAHC.NC,0,16.1
YR2011,TUR,SI.POV.NAHC.NC,0,16.3
YR2012,TUR,SI.POV.NAHC.NC,0,15
YR2013,TUR,SI.POV.NAHC.NC,0,15
YR2014,TUR,SI.POV.NAHC.NC,0,14.7
YR2015,TUR,SI.POV.NAHC.NC,0,14.3
YR2016,TUR,SI.POV.NAHC.NC,0,13.5
YR2017,TUR,SI.POV.NAHC.NC,0,13.9
YR2010,TUV,SI.POV.NAHC,0,26.3
YR2010,TUV,SI.POV.NAHC.NC,0,26.3
YR1991,TZA,SI.POV.NAHC,0,
YR2000,TZA,SI.POV.NAHC,0,35.6
YR2007,TZA,SI.POV.NAHC,0,34.4
YR2011,TZA,SI.POV.NAHC,0,28.2
YR2018,TZA,SI.POV.NAHC,0,26.4
YR1991,TZA,SI.POV.NAHC.NC,0,38.6
YR2000,TZA,SI.POV.NAHC.NC,0,35.6
YR2007,TZA,SI.POV.NAHC.NC,0,34.4
YR2011,TZA,SI.POV.NAHC.NC,0,28.2
YR2018,TZA,SI.POV.NAHC.NC,0,26.4
YR1992,UGA,SI.POV.NAHC,0,56.4
YR1996,UGA,SI.POV.NAHC,0,44.4
YR1999,UGA,SI.POV.NAHC,0,33.8
YR2002,UGA,SI.POV.NAHC,0,38.8
YR2005,UGA,SI.POV.NAHC,0,31.1
YR2009,UGA,SI.POV.NAHC,0,24.5
YR2012,UGA,SI.POV.NAHC,0,19.7
YR2016,UGA,SI.POV.NAHC,0,21.4
YR1992,UGA,SI.POV.NAHC.NC,0,56.4
YR1996,UGA,SI.POV.NAHC.NC,0,44.4
YR1999,UGA,SI.POV.NAHC.NC,0,33.8
YR2002,UGA,SI.POV.NAHC.NC,0,38.8
YR2005,UGA,SI.POV.NAHC.NC,0,31.1
YR2009,UGA,SI.POV.NAHC.NC,0,24.5
YR2012,UGA,SI.POV.NAHC.NC,0,19.7
YR2016,UGA,SI.POV.NAHC.NC,0,21.4
YR2002,UKR,SI.POV.NAHC,0,83.3
YR2003,UKR,SI.POV.NAHC,0,76.2
YR2004,UKR,SI.POV.NAHC,0,65.6
YR2005,UKR,SI.POV.NAHC,0,55.3
YR2006,UKR,SI.POV.NAHC,0,49.7
YR2007,UKR,SI.POV.NAHC,0,12.7
YR2008,UKR,SI.POV.NAHC,0,7.1
YR2009,UKR,SI.POV.NAHC,0,5.8
YR2010,UKR,SI.POV.NAHC,0,8.6
YR2011,UKR,SI.POV.NAHC,0,7.8
YR2012,UKR,SI.POV.NAHC,0,9
YR2013,UKR,SI.POV.NAHC,0,8.3
YR2014,UKR,SI.POV.NAHC,0,8.6
YR2015,UKR,SI.POV.NAHC,0,6.4
YR2016,UKR,SI.POV.NAHC,0,3.8
YR2017,UKR,SI.POV.NAHC,0,2.4
YR2018,UKR,SI.POV.NAHC,0,1.3
YR2002,UKR,SI.POV.NAHC.NC,0,83.3
YR2003,UKR,SI.POV.NAHC.NC,0,76.2
YR2004,UKR,SI.POV.NAHC.NC,0,65.6
YR2005,UKR,SI.POV.NAHC.NC,0,55.3
YR2006,UKR,SI.POV.NAHC.NC,0,49.7
YR2007,UKR,SI.POV.NAHC.NC,0,12.7
YR2008,UKR,SI.POV.NAHC.NC,0,7.1
YR2009,UKR,SI.POV.NAHC.NC,0,5.8
YR2010,UKR,SI.POV.NAHC.NC,0,8.6
YR2011,UKR,SI.POV.NAHC.NC,0,7.8
YR2012,UKR,SI.POV.NAHC.NC,0,9
YR2013,UKR,SI.POV.NAHC.NC,0,8.3
YR2014,UKR,SI.POV.NAHC.NC,0,8.6
YR2015,UKR,SI.POV.NAHC.NC,0,6.4
YR2016,UKR,SI.POV.NAHC.NC,0,3.8
YR2017,UKR,SI.POV.NAHC.NC,0,2.4
YR2018,UKR,SI.POV.NAHC.NC,0,1.3
YR2006,URY,SI.POV.NAHC,0,32.5
YR2007,URY,SI.POV.NAHC,0,29.6
YR2008,URY,SI.POV.NAHC,0,24.2
YR2009,URY,SI.POV.NAHC,0,21
YR2010,URY,SI.POV.NAHC,0,18.5
YR2011,URY,SI.POV.NAHC,0,13.7
YR2012,URY,SI.POV.NAHC,0,12.4
YR2013,URY,SI.POV.NAHC,0,11.5
YR2014,URY,SI.POV.NAHC,0,9.7
YR2015,URY,SI.POV.NAHC,0,9.7
YR2016,URY,SI.POV.NAHC,0,9.4
YR2017,URY,SI.POV.NAHC,0,7.9
YR2018,URY,SI.POV.NAHC,0,8.1
YR2006,URY,SI.POV.NAHC.NC,0,32.5
YR2007,URY,SI.POV.NAHC.NC,0,29.6
YR2008,URY,SI.POV.NAHC.NC,0,24.2
YR2009,URY,SI.POV.NAHC.NC,0,21
YR2010,URY,SI.POV.NAHC.NC,0,18.5
YR2011,URY,SI.POV.NAHC.NC,0,13.7
YR2012,URY,SI.POV.NAHC.NC,0,12.4
YR2013,URY,SI.POV.NAHC.NC,0,11.5
YR2014,URY,SI.POV.NAHC.NC,0,9.7
YR2015,URY,SI.POV.NAHC.NC,0,9.7
YR2016,URY,SI.POV.NAHC.NC,0,9.4
YR2017,URY,SI.POV.NAHC.NC,0,7.9
YR2018,URY,SI.POV.NAHC.NC,0,8.1
YR2001,UZB,SI.POV.NAHC,0,
YR2002,UZB,SI.POV.NAHC,0,
YR2003,UZB,SI.POV.NAHC,0,
YR2004,UZB,SI.POV.NAHC,0,
YR2005,UZB,SI.POV.NAHC,0,
YR2010,UZB,SI.POV.NAHC,0,
YR2011,UZB,SI.POV.NAHC,0,
YR2012,UZB,SI.POV.NAHC,0,15
YR2013,UZB,SI.POV.NAHC,0,14.1
YR2001,UZB,SI.POV.NAHC.NC,0,27.5
YR2002,UZB,SI.POV.NAHC.NC,0,26.5
YR2003,UZB,SI.POV.NAHC.NC,0,27.2
YR2004,UZB,SI.POV.NAHC.NC,0,26.1
YR2005,UZB,SI.POV.NAHC.NC,0,25.8
YR2010,UZB,SI.POV.NAHC.NC,0,17.7
YR2011,UZB,SI.POV.NAHC.NC,0,16
YR2012,UZB,SI.POV.NAHC.NC,0,15
YR2013,UZB,SI.POV.NAHC.NC,0,14.1
YR1997,VEN,SI.POV.NAHC,0,55.6
YR1998,VEN,SI.POV.NAHC,0,49
YR1999,VEN,SI.POV.NAHC,0,42.8
YR2000,VEN,SI.POV.NAHC,0,41.6
YR2001,VEN,SI.POV.NAHC,0,31.1
YR2002,VEN,SI.POV.NAHC,0,41.1
YR2003,VEN,SI.POV.NAHC,0,54
YR2004,VEN,SI.POV.NAHC,0,53.1
YR2005,VEN,SI.POV.NAHC,0,42.4
YR2006,VEN,SI.POV.NAHC,0,33.1
YR2007,VEN,SI.POV.NAHC,0,27.5
YR2008,VEN,SI.POV.NAHC,0,27.7
YR2009,VEN,SI.POV.NAHC,0,26.4
YR2010,VEN,SI.POV.NAHC,0,26.8
YR2011,VEN,SI.POV.NAHC,0,27.4
YR2012,VEN,SI.POV.NAHC,0,27.2
YR2013,VEN,SI.POV.NAHC,0,29.4
YR2014,VEN,SI.POV.NAHC,0,29.5
YR2015,VEN,SI.POV.NAHC,0,33.1
YR1997,VEN,SI.POV.NAHC.NC,0,55.6
YR1998,VEN,SI.POV.NAHC.NC,0,49
YR1999,VEN,SI.POV.NAHC.NC,0,42.8
YR2000,VEN,SI.POV.NAHC.NC,0,41.6
YR2001,VEN,SI.POV.NAHC.NC,0,31.1
YR2002,VEN,SI.POV.NAHC.NC,0,41.1
YR2003,VEN,SI.POV.NAHC.NC,0,54
YR2004,VEN,SI.POV.NAHC.NC,0,53.1
YR2005,VEN,SI.POV.NAHC.NC,0,42.4
YR2006,VEN,SI.POV.NAHC.NC,0,33.1
YR2007,VEN,SI.POV.NAHC.NC,0,27.5
YR2008,VEN,SI.POV.NAHC.NC,0,27.7
YR2009,VEN,SI.POV.NAHC.NC,0,26.4
YR2010,VEN,SI.POV.NAHC.NC,0,26.8
YR2011,VEN,SI.POV.NAHC.NC,0,27.4
YR2012,VEN,SI.POV.NAHC.NC,0,27.2
YR2013,VEN,SI.POV.NAHC.NC,0,29.4
YR2014,VEN,SI.POV.NAHC.NC,0,29.5
YR2015,VEN,SI.POV.NAHC.NC,0,33.1
YR1992,VNM,SI.POV.NAHC,0,
YR1998,VNM,SI.POV.NAHC,0,
YR2002,VNM,SI.POV.NAHC,0,
YR2004,VNM,SI.POV.NAHC,0,
YR2006,VNM,SI.POV.NAHC,0,
YR2008,VNM,SI.POV.NAHC,0,
YR2010,VNM,SI.POV.NAHC,0,20.7
YR2012,VNM,SI.POV.NAHC,0,17.2
YR2014,VNM,SI.POV.NAHC,0,13.5
YR2016,VNM,SI.POV.NAHC,0,9.8
YR2018,VNM,SI.POV.NAHC,0,6.7
YR1992,VNM,SI.POV.NAHC.NC,0,58.1
YR1998,VNM,SI.POV.NAHC.NC,0,37.4
YR2002,VNM,SI.POV.NAHC.NC,0,28.9
YR2004,VNM,SI.POV.NAHC.NC,0,19.5
YR2006,VNM,SI.POV.NAHC.NC,0,16
YR2008,VNM,SI.POV.NAHC.NC,0,14.5
YR2010,VNM,SI.POV.NAHC.NC,0,20.7
YR2012,VNM,SI.POV.NAHC.NC,0,17.2
YR2014,VNM,SI.POV.NAHC.NC,0,13.5
YR2016,VNM,SI.POV.NAHC.NC,0,9.8
YR2018,VNM,SI.POV.NAHC.NC,0,6.7
YR2010,VUT,SI.POV.NAHC,0,12.7
YR2010,VUT,SI.POV.NAHC.NC,0,12.7
YR2008,WSM,SI.POV.NAHC,0,26.9
YR2013,WSM,SI.POV.NAHC,0,20.3
YR2008,WSM,SI.POV.NAHC.NC,0,26.9
YR2013,WSM,SI.POV.NAHC.NC,0,20.3
YR2003,XKX,SI.POV.NAHC,0,
YR2004,XKX,SI.POV.NAHC,0,
YR2005,XKX,SI.POV.NAHC,0,
YR2006,XKX,SI.POV.NAHC,0,
YR2009,XKX,SI.POV.NAHC,0,
YR2010,XKX,SI.POV.NAHC,0,
YR2011,XKX,SI.POV.NAHC,0,
YR2012,XKX,SI.POV.NAHC,0,22.9
YR2013,XKX,SI.POV.NAHC,0,17.6
YR2014,XKX,SI.POV.NAHC,0,21.1
YR2015,XKX,SI.POV.NAHC,0,17.6
YR2003,XKX,SI.POV.NAHC.NC,0,37.7
YR2004,XKX,SI.POV.NAHC.NC,0,43.7
YR2005,XKX,SI.POV.NAHC.NC,0,34.8
YR2006,XKX,SI.POV.NAHC.NC,0,45
YR2009,XKX,SI.POV.NAHC.NC,0,34.5
YR2010,XKX,SI.POV.NAHC.NC,0,29.2
YR2011,XKX,SI.POV.NAHC.NC,0,29.7
YR2012,XKX,SI.POV.NAHC.NC,0,22.9
YR2013,XKX,SI.POV.NAHC.NC,0,17.6
YR2014,XKX,SI.POV.NAHC.NC,0,21.1
YR2015,XKX,SI.POV.NAHC.NC,0,17.6
YR1998,YEM,SI.POV.NAHC,0,
